LOINC #,Short Name,Long Common Name,CLASS,Rank
56491-4,Occult Bld sp3 Stl Ql Imm,Hemoglobin.gastrointestinal [Presence] in Stool by Immunologic method --3rd specimen,Chem,883
14759-5,Glucose 2H p Glc SerPl-mCnc,Glucose [Moles/volume] in Serum or Plasma --2 hours post dose glucose,CHAL,884
8665-2,Date LMP,Date last menstrual period,H&P.HX,885
27819-2,Prot C Act/Nor PPP,Protein C actual/normal in Platelet poor plasma by Coagulation assay,COAG,886
5076-5,Cardiolipin IgA Ser IA-aCnc,Cardiolipin IgA Ab [Units/volume] in Serum by Immunoassay,COAG,887
26486-1,Monocytes NFr CSF,Monocytes/100 leukocytes in Cerebral spinal fluid,HEM/BC,888
1884-6,Apo B SerPl-mCnc,Apolipoprotein B [Mass/volume] in Serum or Plasma,Chem,889
29953-7,ANA Titr Ser,Nuclear Ab [Titer] in Serum,SERO,890
7291-8,Whole Egg IgE Qn,Whole Egg IgE Ab [Units/volume] in Serum,Allergy,891
22745-4,Ethanol Ur-mCnc,Ethanol [Moles/volume] in Urine,DRUG/TOX,892
11545-1,Acid fast Stn XXX,Microscopic observation [Identifier] in Unspecified specimen by Acid fast stain,MICRO,893
6473-3,Tri Stn Tiss,Microscopic observation [Identifier] in Tissue by Trichrome stain,MICRO,894
20460-2,Cefuroxime Oral Islt MIC,Cefuroxime Oral [Susceptibility] by Minimum inhibitory concentration (MIC),ABXBACT,895
14757-9,Glucose 2H p 100 g Glc PO SerPl-mCnc,Glucose [Moles/volume] in Serum or Plasma --2 hours post 100 g glucose PO,CHAL,896
21033-6,Yeast Budding UrnS Ql,Yeast.budding [Presence] in Urine sediment,UA,897
19941-4,Gas flow.O2 O2 delivery sys,Oxygen gas flow Oxygen delivery system,PULM,898
6073-1,Chocolate IgE Qn,Chocolate IgE Ab [Units/volume] in Serum,Allergy,899
12208-5,Eosinophil NFr CSF Manual,Eosinophils/100 leukocytes in Cerebral spinal fluid by Manual count,HEM/BC,900
12278-8,Neuts Band NFr CSF Manual,Neutrophils.band form/100 leukocytes in Cerebral spinal fluid by Manual count,HEM/BC,901
14637-3,Calcium 24H Ur-mRate,Calcium [Moles/time] in 24 hour Urine,Chem,902
13519-4,Basophils NFr CSF Manual,Basophils/100 leukocytes in Cerebral spinal fluid by Manual count,HEM/BC,903
3160-9,Specimen vol Smn,Volume of Semen,FERT,904
38908-0,Poikilocytosis Bld Ql Auto,Poikilocytosis [Presence] in Blood by Automated count,HEM/BC,905
13517-8,Variant Lymphs NFr CSF Manual,Lymphocytes Variant/100 leukocytes in Cerebral spinal fluid by Manual count,HEM/BC,906
41016-7,Bilirub Ur Strip-mCnc,Bilirubin.total [Moles/volume] in Urine by Test strip,UA,907
13529-3,nRBC # CSF Manual,Nucleated erythrocytes [#/volume] in Cerebral spinal fluid by Manual count,HEM/BC,908
10329-1,Monocytes NFr CSF Manual,Monocytes/100 leukocytes in Cerebral spinal fluid by Manual count,HEM/BC,909
26472-1,WBC Other NFr CSF,Leukocytes other/100 leukocytes in Cerebral spinal fluid,HEM/BC,910
13508-7,Hct VFr CSF Spun,Hematocrit [Volume Fraction] of Cerebral spinal fluid by Centrifugation,HEM/BC,911
11135-1,Appearance spun CSF,Appearance of Spun Cerebral spinal fluid,SPEC,912
13525-1,Nonhematic Cells NFr CSF Manual,Nonhematic cells/100 leukocytes in Cerebral spinal fluid by Manual count,HEM/BC,913
14764-5,Glucose 3H p 100 g Glc PO SerPl-mCnc,Glucose [Moles/volume] in Serum or Plasma --3 hours post 100 g glucose PO,CHAL,914
28008-1,CMV DNA Bld Ql bDNA,Cytomegalovirus DNA [Presence] in Blood by Probe & signal amplification method,MICRO,915
6244-8,Sheep Sorrel IgE Qn,Sheep Sorrel IgE Ab [Units/volume] in Serum,Allergy,916
6219-0,Pork IgE Qn,Pork IgE Ab [Units/volume] in Serum,Allergy,917
11050-2,Kappa LC Ser-mCnc,Immunoglobulin light chains.kappa [Mass/volume] in Serum,Chem,918
783-1,Promyelocytes NFr Bld Manual,Promyelocytes/100 leukocytes in Blood by Manual count,HEM/BC,919
70207-6,Estrogen SerPl-mCnc,Estrogen [Moles/volume] in Serum or Plasma,Chem,920
11064-3,BUN p dialysis SerPl-mCnc,Urea nitrogen [Mass/volume] in Serum or Plasma --post dialysis,Chem,921
6273-7,Walnut IgE Qn,Walnut IgE Ab [Units/volume] in Serum,Allergy,922
14638-1,Stone Analysis-Imp,Calculus analysis [interpretation] in Stone,Chem,923
8191-9,Cocaine SerPl Ql Scn,Cocaine [Presence] in Serum or Plasma by Screen method,DRUG/TOX,924
13068-2,ANA Pat Ser IF-Imp,Nuclear Ab pattern [interpretation] in Serum by Immunofluorescence,SERO,925
8149-7,Amphetamines SerPl Ql Scn,Amphetamines [Presence] in Serum or Plasma by Screen method,DRUG/TOX,926
6153-1,Kent blue grass IgE Qn,Kentucky blue grass IgE Ab [Units/volume] in Serum,Allergy,927
14756-1,Glucose 1H p Glc SerPl-mCnc,Glucose [Moles/volume] in Serum or Plasma --1 hour post dose glucose,CHAL,928
26524-9,Promyelocytes NFr Bld,Promyelocytes/100 leukocytes in Blood,HEM/BC,929
8234-7,PCP Mec Ql Scn,Phencyclidine [Presence] in Meconium by Screen method,DRUG/TOX,930
11065-0,BUN pre dial SerPl-mCnc,Urea nitrogen [Mass/volume] in Serum or Plasma --pre dialysis,Chem,931
19141-1,Propoxyph Ur Ql,Propoxyphene [Presence] in Urine,DRUG/TOX,932
19415-9,THC Ur Ql Scn,Tetrahydrocannabinol [Presence] in Urine by Screen method,DRUG/TOX,933
35741-8,PSA SerPl DL=0.01 ng/mL-mCnc,Prostate specific Ag [Mass/volume] in Serum or Plasma by Detection limit = 0.01 ng/mL,Chem,934
6265-3,Timothy IgE Qn,Timothy IgE Ab [Units/volume] in Serum,Allergy,935
6233-1,Rough Pigweed IgE Qn,Rough Pigweed IgE Ab [Units/volume] in Serum,Allergy,936
39796-8,Vancomycin Peak SerPl-sCnc,Vancomycin [Moles/volume] in Serum or Plasma --peak,DRUG/TOX,937
4090-7,Vancomycin Peak SerPl-mCnc,Vancomycin [Mass/volume] in Serum or Plasma --peak,DRUG/TOX,937
2026-3,CO2 BldA-sCnc,"Carbon dioxide, total [Moles/volume] in Arterial blood",Chem,938
2714-4,OxyHgb MFr BldA,Fractional oxyhemoglobin in Arterial blood,Chem,939
22131-7,B burgdor IgG+IgM Ser Ql,Borrelia burgdorferi IgG+IgM Ab [Presence] in Serum,MICRO,940
5404-9,VZV IgM Ser EIA-aCnc,Varicella zoster virus IgM Ab [Units/volume] in Serum by Immunoassay,MICRO,941
14905-4,Vit A SerPl-mCnc,Retinol [Moles/volume] in Serum or Plasma,Chem,942
33718-8,Cytology Tiss FNA Doc Cyto,Cytology report of Tissue fine needle aspirate Cyto stain,CYTO,943
8112-5,CD3-CD16+CD56+ Cells NFr Bld,CD3-CD16+CD56+ (Natural killer) cells/100 cells in Blood,CELLMARK,944
19774-9,Cytology Cmnt Cvx/Vag Cyto-Imp,Cytology study comment Cervical or vaginal smear or scraping Cyto stain,CYTO,945
19128-8,Bacteria Cath Tip Cult,Bacteria identified in Catheter tip by Culture,MICRO,946
6281-0,White mulberry IgE Qn,White mulberry IgE Ab [Units/volume] in Serum,Allergy,947
24013-5,HIV1 RNA Ser-Imp,HIV 1 RNA [interpretation] in Serum,MICRO,948
17780-8,H pylori Ag Stl Ql EIA,Helicobacter pylori Ag [Presence] in Stool by Immunoassay,MICRO,949
13169-8,Interpretation SerPl IEP-Imp,Immunoelectrophoresis [interpretation] for Serum or Plasma,Chem,950
15210-8,Thyroglob Ab Ser Ql,Thyroglobulin Ab [Presence] in Serum,SERO,951
4532-8,CH50 SerPl-aCnc,Complement total hemolytic CH50 [Units/volume] in Serum or Plasma,HEM/BC,952
2748-2,pH Fld,pH of Body fluid,Chem,953
26513-2,Neutrophils NFr Fld,Neutrophils/100 leukocytes in Body fluid,HEM/BC,954
8130-7,CD45 Cells NFr Bld,CD45 (Lymphs) cells/100 cells in Blood,CELLMARK,955
11276-3,Tubular Cells UrnS Ql Micro,Tubular cells [Presence] in Urine sediment by Light microscopy,UA,956
25458-1,Lamotrigine SerPl-mCnc,Lamotrigine [Moles/volume] in Serum or Plasma,DRUG/TOX,957
29641-8,Atyp ANCA Ser Ql IF,Neutrophil Cytoplasmic Ab atypical [Presence] in Serum by Immunofluorescence,SERO,958
5034-4,Gp B Strep rRNA XXX Ql Prb,Streptococcus agalactiae rRNA [Presence] in Unspecified specimen by DNA probe,MICRO,959
773-2,nRBC/100 RBC NFr Bld Manual,Nucleated erythrocytes/100 erythrocytes in Blood by Manual count,HEM/BC,960
35383-9,Galactomannan Ag SerPl-aCnc,Galactomannan Ag [Units/volume] in Serum or Plasma,MICRO,961
22587-0,T pallidum Ab Ser Ql,Treponema pallidum Ab [Presence] in Serum,MICRO,962
6178-8,Mt Juniper IgE Qn,Mountain Juniper IgE Ab [Units/volume] in Serum,Allergy,963
11266-4,Gp B Strep Ag XXX Ql,Streptococcus agalactiae Ag [Presence] in Unspecified specimen,MICRO,964
22746-2,Gentamicin Peak SerPl-sCnc,Gentamicin [Moles/volume] in Serum or Plasma --peak,DRUG/TOX,965
3663-2,Gentamicin Peak SerPl-mCnc,Gentamicin [Mass/volume] in Serum or Plasma --peak,DRUG/TOX,965
1927-3,Base excess BldV-sCnc,Base excess in Venous blood,Chem,966
5247-2,Mitochondria Ab Titr Ser IF,Mitochondria Ab [Titer] in Serum by Immunofluorescence,SERO,967
5126-8,CMV IgM Ser EIA-aCnc,Cytomegalovirus IgM Ab [Units/volume] in Serum by Immunoassay,MICRO,968
48378-4,Kappa LC Free/Lambda Ser-mRto,Immunoglobulin light chains.kappa.free/Immunoglobulin light chains.lambda.free [Mass Ratio] in Serum,Chem,969
15069-8,Fructosamine SerPl-sCnc,Fructosamine [Moles/volume] in Serum or Plasma,Chem,970
15218-1,Food Allerg Mix2 IgE Ql,Food Allergen Mix 2 (Cod+Blue Mussel+Shrimp+Salmon+Tuna) IgE Ab [Presence] in Serum by Multidisk,Allergy,971
28005-7,MTHFR p.C677T Bld/T Ql,MTHFR gene p.C677T [Presence] in Blood or Tissue by Molecular genetics method,MOLPATH.MUT,972
8014-3,RUBV IgG Ser-aCnc,Rubella virus IgG Ab [Units/volume] in Serum,MICRO,973
14912-0,Smudge Cells NFr Bld Manual,Smudge cells/100 leukocytes in Blood by Manual count,HEM/BC,974
12230-9,Macrophages NFr Fld Manual,Macrophages/100 leukocytes in Body fluid by Manual count,HEM/BC,975
27038-9,Endomysium IgA Titr Ser IF,Endomysium IgA Ab [Titer] in Serum by Immunofluorescence,SERO,976
20573-2,H capsul Myc Ab Titr Ser CF,Histoplasma capsulatum mycelial phase Ab [Titer] in Serum by Complement fixation,MICRO,977
6246-3,Shrimp IgE Qn,Shrimp IgE Ab [Units/volume] in Serum,Allergy,978
42176-8,"1,3 beta glucan Ser-mCnc","1,3 beta glucan [Mass/volume] in Serum",MICRO,979
19075-1,Total Cells Counted CSF,Cells Counted Total [#] in Cerebral spinal fluid,HEM/BC,980
33910-1,Rheumatoid fact Ser Ql,Rheumatoid factor [Presence] in Serum,SERO,981
9822-8,Bacteria Dial fld Cult,Bacteria identified in Dialysis fluid by Culture,MICRO,982
931-6,Bld Prod Source BPU,Blood product source [Type],BLDBK,983
32140-6,Hgb F Bld Ql Kleih Betke,Hemoglobin F [Presence] in Blood by Kleihauer-Betke method,HEM/BC,984
53982-5,Centromere B Ab Ser-aCnc,Centromere protein B Ab [Units/volume] in Serum,SERO,985
51775-5,Chromatin Ab SerPl-aCnc,Chromatin Ab [Units/volume] in Serum or Plasma,SERO,986
19295-5,Opiates Ur Ql Scn,Opiates [Presence] in Urine by Screen method,DRUG/TOX,987
24011-9,HCV Ab Patrn Ser IB-Imp,Hepatitis C virus Ab band pattern [interpretation] in Serum by Immunoblot (IB),MICRO,988
5187-0,HBV core Ab Ser EIA-aCnc,Hepatitis B virus core Ab [Units/volume] in Serum by Immunoassay,MICRO,989
2963-7,GH SerPl-mCnc,Somatotropin [Mass/volume] in Serum or Plasma,Chem,990
13530-1,nRBC # Fld Manual,Nucleated erythrocytes [#/volume] in Body fluid by Manual count,HEM/BC,991
6082-2,Codfish IgE Qn,Codfish IgE Ab [Units/volume] in Serum,Allergy,992
6156-4,Goosefoot IgE Qn,Goosefoot IgE Ab [Units/volume] in Serum,Allergy,993
6186-1,Nettle IgE Qn,Nettle IgE Ab [Units/volume] in Serum,Allergy,994
11565-9,ENA Jo1 Ab Ser-aCnc,Jo-1 extractable nuclear Ab [Units/volume] in Serum,SERO,995
30376-8,Blasts # Bld,Blasts [#/volume] in Blood,HEM/BC,996
35676-6,Chloride ?Tm Ur-sCnc,Chloride [Moles/volume] in unspecified time Urine,Chem,997
32637-1,Urease Tiss Ql,Urease [Presence] in Tissue,MICRO,998
46248-1,B burgdor IgG+IgM Ser EIA-Imp,Borrelia burgdorferi IgG & IgM [interpretation] in Serum by Immunoassay,MICRO,999
1721-0,ATP Bld-mCnc,Adenosine triphosphate [Mass/volume] in Blood,Chem,1000
9780-8,Sperm # Smn,Spermatozoa [#/volume] in Semen,FERT,1001
6002-0,PF4 PPP-aCnc,Platelet factor 4 [Units/volume] in Platelet poor plasma,COAG,1002
6014-5,vWf:RCo Act/Nor PPP Aggr,von Willebrand factor (vWf) ristocetin cofactor actual/normal in Platelet poor plasma by Aggregation,COAG,1003
20475-0,CMV IgG Ser-Imp,Cytomegalovirus IgG Ab [interpretation] in Serum,MICRO,1004
33248-6,Diabetes status Patient,Diabetes status [Identifier],MISC,1005
33006-8,CMV DNA # XXX PCR,Cytomegalovirus DNA [#/volume] (viral load) in Unspecified specimen by Probe & target amplification method,MICRO,1006
22415-4,MuV IgG Ser Ql,Mumps virus IgG Ab [Presence] in Serum,MICRO,1007
6476-6,MuV IgG Ser Ql EIA,Mumps virus IgG Ab [Presence] in Serum by Immunoassay,MICRO,1008
49053-2,Neural tube defect Hx Patient,History of neural tube defect Narrative,Chem,1009
21024-5,Path Interp CSF-Imp,Pathologist interpretation of Cerebral spinal fluid tests,PATH,1010
13522-8,Blasts NFr Fld Manual,Blasts/100 leukocytes in Body fluid by Manual count,HEM/BC,1012
5274-6,B19V IgM Ser EIA-aCnc,Parvovirus B19 IgM Ab [Units/volume] in Serum by Immunoassay,MICRO,1013
5273-8,B19V IgG Ser EIA-aCnc,Parvovirus B19 IgG Ab [Units/volume] in Serum by Immunoassay,MICRO,1014
13992-3,Albumin MFr Ur Elph,Albumin/Protein.total in Urine by Electrophoresis,Chem,1015
5393-4,T pallidum Ab Ser Ql IF,Treponema pallidum Ab [Presence] in Serum by Immunofluorescence,MICRO,1016
13990-7,Alpha1 Glob MFr Ur Elph,Alpha 1 globulin/Protein.total in Urine by Electrophoresis,Chem,1017
801-1,Sickle Cells Bld Ql Smear,Sickle cells [Presence] in Blood by Light microscopy,HEM/BC,1018
14582-1,Acetone SerPl-mCnc,Acetone [Moles/volume] in Serum or Plasma,DRUG/TOX,1019
7407-0,White Hickory IgE Qn,White Hickory IgE Ab [Units/volume] in Serum,Allergy,1020
46420-6,WBC clumps #/area UrnS HPF,Leukocyte clumps [#/area] in Urine sediment by Microscopy high power field,UA,1021
30471-7,Levetiracetam SerPl-mCnc,Levetiracetam [Mass/volume] in Serum or Plasma,DRUG/TOX,1022
40750-2,EBV VCA IgG Ser Ql IF,Epstein Barr virus capsid IgG Ab [Presence] in Serum by Immunofluorescence,MICRO,1023
6019-4,Almond IgE Qn,Almond IgE Ab [Units/volume] in Serum,Allergy,1024
41874-9,White Birch IgE Qn,White Birch IgE Ab [Units/volume] in Serum,Allergy,1025
2466-1,IgG1 Ser-mCnc,IgG subclass 1 [Mass/volume] in Serum,Chem,1026
6968-2,Proteinase3 Ab Ser-aCnc,Proteinase 3 Ab [Units/volume] in Serum,SERO,1027
42768-2,HIV 1 & 2 Ab Ser-Imp,HIV 1 & 2 Ab [interpretation] in Serum Narrative,MICRO,1028
16126-5,H pylori IgG Ser Ql,Helicobacter pylori IgG Ab [Presence] in Serum,MICRO,1029
11258-1,HBV DNA Ser-aCnc,Hepatitis B virus DNA [Units/volume] in Serum,MICRO,1030
667-6,KOH Prep XXX,Microscopic observation [Identifier] in Unspecified specimen by KOH preparation,MICRO,1031
1747-5,Albumin Fld-mCnc,Albumin [Mass/volume] in Body fluid,Chem,1032
9586-9,B burgdor Ab Ser-Imp,Borrelia burgdorferi Ab [interpretation] in Serum,MICRO,1033
681-7,Wright Stn XXX,Microscopic observation [Identifier] in Unspecified specimen by Wright stain,MICRO,1034
6942-7,Albumin Ur Elph-mCnc,Albumin [Mass/volume] in Urine by Electrophoresis,Chem,1035
6969-0,Myeloperoxidase Ab Ser-aCnc,Myeloperoxidase Ab [Units/volume] in Serum,SERO,1036
6183-8,Mugwort IgE Qn,Mugwort IgE Ab [Units/volume] in Serum,Allergy,1037
3719-2,Lithium SerPl-mCnc,Lithium [Mass/volume] in Serum or Plasma,DRUG/TOX,1038
2469-5,IgG4 Ser-mCnc,IgG subclass 4 [Mass/volume] in Serum,Chem,1039
2467-9,IgG2 Ser-mCnc,IgG subclass 2 [Mass/volume] in Serum,Chem,1040
2468-7,IgG3 Ser-mCnc,IgG subclass 3 [Mass/volume] in Serum,Chem,1041
32146-3,Lg Platelets Bld Ql Smear,Platelets Large [Presence] in Blood by Light microscopy,HEM/BC,1042
14277-8,c-ANCA Titr Ser IF,Neutrophil cytoplasmic Ab.classic [Titer] in Serum by Immunofluorescence,SERO,1043
14278-6,p-ANCA Titr Ser IF,Neutrophil cytoplasmic Ab.perinuclear [Titer] in Serum by Immunofluorescence,SERO,1044
12180-6,Ca-I SerPl ISE-mCnc,Calcium.ionized [Moles/volume] in Serum or Plasma by Ion-selective membrane electrode (ISE),Chem,1045
48344-6,KC time Time PPP,Kaolin activated time in Platelet poor plasma,COAG,1046
28637-7,Base deficit BldCoV-sCnc,Base deficit in Venous cord blood,Chem,1047
18500-9,Thin Prep Cervix,Microscopic observation [Identifier] in Cervix by Cyto stain.thin prep,CYTO,1048
13987-3,Alpha2 Glob 24H MFr Ur Elph,Alpha 2 globulin/Protein.total in 24 hour Urine by Electrophoresis,Chem,1049
13989-9,Gamma glob 24H MFr Ur Elph,Gamma globulin/Protein.total in 24 hour Urine by Electrophoresis,Chem,1050
78012-2,S pyo Ag Throat Ql EIA,Streptococcus pyogenes Ag [Presence] in Throat by Rapid immunoassay,MICRO,1051
34661-9,Actin IgG SerPl-aCnc,Actin IgG Ab [Units/volume] in Serum or Plasma,SERO,1052
41274-2,AFP Interp SerPl-Imp,Alpha-1-Fetoprotein interpretation [interpretation] in Serum or Plasma,Chem,1053
33719-6,,Flow cytometry study,ATTACH.CLINRPT,1054
5158-1,EBV VCA IgG Titr Ser IF,Epstein Barr virus capsid IgG Ab [Titer] in Serum by Immunofluorescence,MICRO,1055
24476-4,F2 gene Mut Anal Bld/T,F2 gene mutations found [Identifier] in Blood or Tissue by Molecular genetics method Nominal,MOLPATH.MUT,1056
14929-4,T3Reverse SerPl-mCnc,Triiodothyronine (T3).reverse [Moles/volume] in Serum or Plasma,Chem,1057
25700-6,Interpretation SerPl IFE-Imp,Immunofixation [interpretation] for Serum or Plasma,Chem,1058
14915-3,Theophylline SerPl-mCnc,Theophylline [Moles/volume] in Serum or Plasma,DRUG/TOX,1059
11878-6,# Fetuses US,Number of fetuses by US,OB.US,1060
14676-1,Cortis F 24H Ur-mRate,Cortisol Free [Moles/time] in 24 hour Urine,Chem,1061
21020-3,Bacteria XXX Anaerobe+Aerobe Cult,Bacteria identified in Unspecified specimen by Anaerobe+Aerobe culture,MICRO,1062
19108-0,H capsul Ag Ser Ql,Histoplasma capsulatum Ag [Presence] in Serum,MICRO,1063
44525-4,H capsul Ag Ser Ql EIA,Histoplasma capsulatum Ag [Presence] in Serum by Immunoassay,MICRO,1064
2115-4,B-HCG Free SerPl-sCnc,Choriogonadotropin.beta subunit free [Moles/volume] in Serum or Plasma,Chem,1065
32167-9,Clarity Ur,Clarity of Urine,SPEC,1066
26518-1,Polys NFr Fld,Polymorphonuclear cells/100 leukocytes in Body fluid,HEM/BC,1067
19076-9,Total Cells Counted XXX,Cells Counted Total [#] in Unspecified specimen,HEM/BC,1068
33673-5,TT imm SO4 PPP,Thrombin time.factor substitution in Platelet poor plasma by Coagulation assay --immediately after addition of protamine sulfate,COAG,1069
32133-1,Lactate PlasV-sCnc,Lactate [Moles/volume] in Plasma venous,Chem,1070
12286-1,Drugs Ur Scn,Drugs identified in Urine by Screen method,DRUG/TOX,1071
6263-8,Amer Sycamore IgE Qn,American Sycamore IgE Ab [Units/volume] in Serum,Allergy,1072
5095-5,C immitis Ab Ser Ql ID,Coccidioides immitis Ab [Presence] in Serum by Immune diffusion (ID),MICRO,1073
8187-7,BZE Mec Ql,Benzoylecgonine [Presence] in Meconium,DRUG/TOX,1074
13994-9,B-Globulin MFr Ur Elph,Beta globulin/Protein.total in Urine by Electrophoresis,Chem,1075
26523-1,Promyelocytes # Bld,Promyelocytes [#/volume] in Blood,HEM/BC,1076
6098-8,Dog Dander IgE Qn,Dog dander IgE Ab [Units/volume] in Serum,Allergy,1077
22310-7,H pylori Ab Ser Ql,Helicobacter pylori Ab [Presence] in Serum,MICRO,1078
20124-4,Ventilation mode Vent,Ventilation mode [Identifier] Ventilator,PULM,1079
6107-7,Egg Yolk IgE Qn,Egg yolk IgE Ab [Units/volume] in Serum,Allergy,1080
6604-3,FLUV XXX Cult,Influenza virus identified in Unspecified specimen by Organism specific culture,MICRO,1081
28647-6,pH BldCoV,pH of Venous cord blood,Chem,1082
6800-7,Sperm Motile NFr Smn,Spermatozoa Motile/100 spermatozoa in Semen,FERT,1083
6718-1,Cashew Nut IgE Qn,Cashew Nut IgE Ab [Units/volume] in Serum,Allergy,1084
5181-3,HAV IgM Ser EIA-aCnc,Hepatitis A virus IgM Ab [Units/volume] in Serum by Immunoassay,MICRO,1085
1961-2,HCO3 BldC-sCnc,Bicarbonate [Moles/volume] in Capillary blood,Chem,1086
28646-8,pH BldCoA,pH of Arterial cord blood,Chem,1087
11051-0,Lambda LC Ser-mCnc,Immunoglobulin light chains.lambda [Mass/volume] in Serum,Chem,1088
32032-5,PS IgG Ser IA-aCnc,Phosphatidylserine IgG Ab [Units/volume] in Serum by Immunoassay,COAG,1089
25362-5,Calcium 24H Ur-mCnc,Calcium [Moles/volume] in 24 hour Urine,Chem,1090
7793-3,Howell-Jolly Bod Bld Ql Smear,Howell-Jolly bodies [Presence] in Blood by Light microscopy,HEM/BC,1091
35668-3,Gentamicin SerPl-mCnc,Gentamicin [Mass/volume] in Serum or Plasma,DRUG/TOX,1092
47109-4,Gentamicin SerPl-sCnc,Gentamicin [Moles/volume] in Serum or Plasma,DRUG/TOX,1092
11274-8,Elliptocytes Bld Ql Smear,Elliptocytes [Presence] in Blood by Light microscopy,HEM/BC,1093
46995-7,HLA-DP+DQ+DR Ab NFr Ser,HLA-DP+DQ+DR (class II) Ab in Serum,HLA,1094
46994-0,HLA-A+B+C Ab NFr Ser,HLA-A+B+C (class I) Ab in Serum,HLA,1095
6208-3,Pecan/Hick Nut IgE Qn,Pecan or Hickory Nut IgE Ab [Units/volume] in Serum,Allergy,1096
17851-7,HSV2 IgG Ser Ql,Herpes simplex virus 2 IgG Ab [Presence] in Serum,MICRO,1097
43180-9,HSV2 IgG Ser Ql EIA,Herpes simplex virus 2 IgG Ab [Presence] in Serum by Immunoassay,MICRO,1098
30166-3,TSI Act/Nor Ser,Thyroid stimulating immunoglobulins actual/normal in Serum,Chem,1099
9631-3,Visc Smn,Viscosity of Semen,SPEC,1100
10585-8,Round Cells # Smn,Round cells [#/volume] in Semen,FERT,1101
33217-1,Sperm Agglutinated Smn Ql,Spermatozoa Agglutinated [Presence] in Semen,FERT,1102
5218-3,H capsul Ab Ser Ql ID,Histoplasma capsulatum Ab [Presence] in Serum by Immune diffusion (ID),MICRO,1103
27822-6,Prot S Act/Nor PPP,Protein S actual/normal in Platelet poor plasma by Coagulation assay,COAG,1104
